date,pm25,pm10,o3,no2,so2, co
2020/7/30,14,14,39,4,1, 
2020/7/31,31,6,19,1, , 
2020/8/1,15,4,17,1, , 
2020/8/2,10,6,17,2, , 
2020/8/3,12,2,16, , , 
2020/8/4,5,3,10,2, , 
2020/8/5,7,5,15,2, , 
2020/8/6,11,3,17,1, , 
2020/8/7,5,5,21,1,1, 
2020/8/8,11,9,20, ,1, 
2020/8/9,21,13,19,1,1, 
2020/8/10,30,15,22,2,1, 
2020/8/11,45,11,37,2, , 
2020/8/12,33,10,31, , , 
2020/8/13,32,5,26,1, , 
2020/8/14,13,5,26,1, , 
2020/8/15,13,6,27, , , 
2020/8/16,18,5,26,1, , 
2020/8/17,16,13,26,3, , 
2020/8/18,42,16,20,3, , 
2020/8/19,49,11,22,1, , 
2020/8/20,22,5,20,1, , 
2020/8/21,12,7,22,1, , 
2020/8/22,18,3,17,2, , 
2020/8/23,8,4,19,2,1, 
2020/8/24,8,5,24, ,1, 
2020/8/25,12, , , , , 
2020/8/27,21,7,20,3,1, 
2020/8/28,11,3,17,4,1, 
2020/8/29,5,5,21,4,1, 
2020/8/30,11,6,22,5,1, 
2020/8/31,11,6,25,3,1, 
2020/9/1,13,3,25, ,1, 
2020/9/2,7,7,20,1,1, 
2020/9/3,15,9,19,1,1, 
2020/9/4,20,9,17, ,1, 
2020/9/5,19,5,22, ,2, 
2020/9/6,12,2,15, ,1, 
2020/9/7,5,3,13, , , 
2020/9/8,5,9,22,1, , 
2020/9/9,19,12,24, , , 
2020/9/10,26,6,19, , , 
2020/9/11,15,12,20, , , 
2020/9/12,29,4,17, , , 
2020/9/13,10,8,15, , , 
2020/9/14,19,17,11, ,1, 
2020/9/15,41,11,26, , , 
2020/9/16,20,11,19, ,1, 
2020/9/17,23,16,20, ,1, 
2020/9/18,28,6,24, ,1, 
2020/9/19,12,4,20, ,1, 
2020/9/20,10,11,24,2,1, 
2020/9/21,30,8,26,2,1, 
2020/9/22,23,5,24,6,1, 
2020/9/23,6,7,25,5,1, 
2020/9/24,12,5,22,5,1, 
2020/9/25,9,8,19,7,1, 
2020/9/26,15,12,23,10,1, 
2020/9/27,27,9,15,12,1, 
2020/9/28,20,8,16,6,1, 
2020/9/29,16,4,16,3,1, 
2020/9/30,9,6,13,10,1, 
2020/4/1,12,6,35,5, , 
2020/4/2,14,6,30,5, , 
2020/4/3,13,5,34,1, , 
2020/4/4,15,10,36,3, , 
2020/4/5,28,8,33,2,1, 
2020/4/6,21,10,32,2,1, 
2020/4/7,23,7,34,3,1, 
2020/4/8,19,10,30,2,1, 
2020/4/9,24,17,20,8,1, 
2020/4/10,52,10,30,6,1,1
2020/4/11,29,10,34,2,1, 
2020/4/12,24,13,35,3, , 
2020/4/13,29,13,33,5, , 
2020/4/14,35,12,33,5, , 
2020/4/15,34,9,32,3,3, 
2020/4/16,24,11,34,1, , 
2020/4/17,26,11,37,1,1, 
2020/4/18,24,10,33,2,1, 
2020/4/19,25,9,36,2,1, 
2020/4/20,22,11,35,2,1, 
2020/4/21,25,13,35,2, , 
2020/4/22,31,11,37,5, , 
2020/4/23,31,17,39,9,1, 
2020/4/24,48,20,35,6,2, 
2020/4/25,61,8,34,4,1, 
2020/4/26,22,5,35,3,1, 
2020/4/27,9,7,29,2,1, 
2020/4/28,16,7,28,3, , 
2020/4/29,20,10,29,5,1, 
2020/4/30,34,8,34,5, , 
2020/5/1,25,4,32,2, , 
2020/5/2,12,8,30, , , 
2020/5/3,22,7,33,1,1, 
2020/5/4,18,5,33,3,1, 
2020/5/5,13,8,37,4, , 
2020/5/6,23,10,38,5, , 
2020/5/7,27,6,28,5, , 
2020/5/8,20,6,32,3,1, 
2020/5/9,21,7,28,1, , 
2020/5/10,12,5,33,2,1, 
2020/5/11,11,5,32,4,1, 
2020/5/12,11,5,29,2,1, 
2020/5/13,11,4,31,4,1, 
2020/5/14,9,4,33,4, , 
2020/5/15,10,5,29,5, , 
2020/5/16,12,3,28, , , 
2020/5/17,10,3,28,2, , 
2020/5/18,11,3,25,3,1, 
2020/5/19,9,6,34,2,2, 
2020/5/20,17,6,35,5,1, 
2020/5/21,15,12,33, , , 
2020/5/22,30,9,29,2, , 
2020/5/23,21,7,27,4, , 
2020/5/24,19,8,30,7,1, 
2020/5/25,22,9,26,11,1, 
2020/5/26,24,11,30, ,2, 
2020/5/27,27,8,31, ,2, 
2020/5/28,21,14,42, ,3, 
2020/5/29,32,7,32, ,3, 
2020/5/30,16,11,34, ,2, 
2020/5/31,29,10,34, ,2, 
2020/6/1,26,11,39,2,1, 
2020/6/2,28,4,28,1,1, 
2020/6/3,7,5,28,2,1, 
2020/6/4,10,3,23,2,16, 
2020/6/5,5,4,27,1, , 
2020/6/6,8,6,27, , , 
2020/6/7,14,6,30, , , 
2020/6/8,13,9,24,3, , 
2020/6/9,23,5,31,3, , 
2020/6/10,17,9,31, ,1, 
2020/6/11,21,15,30, , , 
2020/6/12,38,8,25,1, , 
2020/6/13,32,6,26,1,1, 
2020/6/14,21,8,25,1, , 
2020/6/15,28,9,27,3,2, 
2020/6/16,32,8,34,1,3, 
2020/6/17,23,11,37, ,3, 
2020/6/18,32,10,37,2,2, 
2020/6/19,32,6,28,1,3, 
2020/6/20,17,6,22, ,3, 
2020/6/21,15,6,22, ,2, 
2020/6/22,14,3,20, ,3, 
2020/6/23,6,9,44,2,4, 
2020/6/24,22,19,43,2,2, 
2020/6/25,48,17,38,3,2, 
2020/6/26,52,10,24,2,2, 
2020/6/27,32,1,21, ,3, 
2020/6/28,2,3,23, ,2, 
2020/6/29,6,4,22,1,2, 
2020/6/30,10,7,23, ,2, 
2020/1/2,44,7,25, ,1, 
2020/1/3,20,10,23,8,2, 
2020/1/4,22,5,24,5,1, 
2020/1/5,13,2,24, , , 
2020/1/6,6,2,28, , , 
2020/1/7,5,3,24, , , 
2020/1/8,7,9,23,5,2, 
2020/1/9,21,9,19,12,1, 
2020/1/10,25,7,27,8,1,5
2020/1/11,21,2,26,4,2,5
2020/1/12,5,5,23,3,2,5
2020/1/13,14,6,26,2,2,3
2020/1/14,14,6,26,3,1, 
2020/1/15,15,8,25,1,1, 
2020/1/16,19,7,25,1,1, 
2020/1/17,16,10,23,6,1, 
2020/1/18,23,8,17,14,2, 
2020/1/19,18,7,21,4,2, 
2020/1/20,16,9,21,4,1, 
2020/1/21,23,5,19,7,1, 
2020/1/22,14,6,22,10,1, 
2020/1/23,16,4,29,6,1, 
2020/1/24,10,3, ,6, , 
2020/1/25,7,3, ,2, , 
2020/1/26,12,7, ,3, , 
2020/1/27,19,7,18,4, , 
2020/1/28,15,4,21,5, , 
2020/1/29,9,6,22,3, , 
2020/1/30,14, , , , , 
2020/2/1,14,5,29,8,1, 
2020/2/2,15,5,28,6,3, 
2020/2/3,13,9,28,4,2, 
2020/2/4,22,10,26,13,3,1
2020/2/5,21,11,20,8,2, 
2020/2/6,24,13,18,10,2, 
2020/2/7,38,16,14,16,1,1
2020/2/8,42,6,30,1,1, 
2020/2/9,16,4,32,5,1, 
2020/2/10,11,3,32,4, , 
2020/2/11,9,7,30,5,2, 
2020/2/12,18,7,28,6,3, 
2020/2/13,17,9,24,7,4, 
2020/2/14,20,8,28,4,6, 
2020/2/15,21,9,32,2,4, 
2020/2/16,23,8,35,1,4, 
2020/2/17,20,6,29,3,3, 
2020/2/18,17,5,30,6,3, 
2020/2/19,13,7,28,5,3, 
2020/2/20,15,4,30,8,2, 
2020/2/21,10,3,30,2,2, 
2020/2/22,8,8,33,5,2, 
2020/2/23,19,5,29,7,2, 
2020/2/24,13,4,24,11,2, 
2020/2/25,10,3,23,15,2, 
2020/2/26,9,6,27,13,3, 
2020/2/27,13,6,28,12,2, 
2020/2/28,12,7,27,11, , 
2020/2/29,15,5,31,5,2, 
2020/3/1,12,5,31,2,3, 
2020/3/2,13,7,30,4,3, 
2020/3/3,16,8,20,17,4, 
2020/3/4,16,11,24,15,4, 
2020/3/5,22,19,13,23,4,1
2020/3/6,35,15,25,17,3,1
2020/3/7,39,4,32,2,2, 
2020/3/8,10,5,33,2,3, 
2020/3/9,12,6,30,4,2, 
2020/3/10,14,9,29,8,2, 
2020/3/11,23,7,32,4,2, 
2020/3/12,17,5,29,5,2, 
2020/3/13,11,16,31,8,7,1
2020/3/14,27,7,34,3, , 
2020/3/15,21,4,33,4,1, 
2020/3/16,12,5,29,3,1,1
2020/3/17,12,7,29,5,2, 
2020/3/18,18,8,27,5,2,1
2020/3/19,16,10,25,7,3,1
2020/3/20,20,10,31,7,2,1
2020/3/21,19,9,29,1,2,1
2020/3/22,17,17,26,2,1,1
2020/3/23,51,17,30,4,2,1
2020/3/24,50,20,32,2,1, 
2020/3/25,56,13,32,5,1, 
2020/3/26,39,6,33,2, , 
2020/3/27,21,4,31,3,1, 
2020/3/28,11,9,31,5,2, 
2020/3/29,20,10,29,4,2, 
2019/10/1,11,5,15,11, , 
2019/10/2,11,7,15,10,1, 
2019/10/3,17,8,24,4,1, 
2019/10/4,19,7,18,5,2, 
2019/10/5,15,6,22,5,2, 
2019/10/6,17,7,20,4,2, 
2019/10/7,19,8,22,3,3, 
2019/10/8,19,7,23,3,3, 
2019/10/9,17,6,23,5,3, 
2019/10/10,14,8,21,3,4, 
2019/10/11,18,5,21,5,4, 
2019/10/12,10,7,11,11,4, 
2019/10/13,21,7,12,13,4,1
2019/10/14,20,9,16,13,2,1
2019/10/15,27,8,17,11,1, 
2019/10/16,21,8,14,12,2,1
2019/10/17,18,8,13,14,2,1
2019/10/18,25,6,25,8,2, 
2019/10/19,14,5,23,7,2,1
2019/10/20,10,5,23,11,2,1
2019/10/21,10,4,24,4,2,1
2019/10/22,11,5,25,4,2, 
2019/10/23,13,4,21,8,2, 
2019/10/24,9,6,23,6,2,2
2019/10/25,13,4,24,2,1,1
2019/10/26,9,5,21,8,2,1
2019/10/28,13,6,17,14,2,2
2019/10/29,13,6,23,8,2,1
2019/10/30,12,5,21,9,2,1
2019/10/31,10,11,21,7,2,1
2019/11/1,32,9,8,6,2,2
2019/11/2,32,6,11,11,2, 
2019/11/3,18,13,20,3,2, 
2019/11/4,29,9,22,2,3, 
2019/11/5,21,12,22,10,3,1
2019/11/6,26,12,17,9,3,2
2019/11/7,33,6,25,3,3,1
2019/11/8,13,9,21,14,2,2
2019/11/9,17,8,22,8,3,2
2019/11/10,18,7,21,9,3,1
2019/11/11,17,3,20,8,3,1
2019/11/12,8,3,13,11,3,1
2019/11/13,7,7,10,15,4,2
2019/11/14,18,5,16,12,2,1
2019/11/15,10,5,19,7,1,1
2019/11/16,11,9,10,15,1,1
2019/11/17,27,11,3,18,2,3
2019/11/18,40,11,8,24,2,3
2019/11/19,30,8,8,19,2,3
2019/11/20,23,13,13,9,1,1
2019/11/21,47,9,21,3,2, 
2019/11/22,27,11,21,6,1,1
2019/11/23,33,14,19,2, , 
2019/11/24,41,16,8,4, , 
2019/11/25,50,12,13,6, , 
2019/11/26,44,7,10,4,1, 
2019/11/27,24,6,12,11,1, 
2019/11/28,21,7,20,8,1, 
2019/11/29,14,10,9,24,1, 
2019/11/30,24,16,1,29,2,1
2019/12/1,50,8,10,20,4, 
2019/12/2,27,5,19,8,4, 
2019/12/3,13,9,21,10,4, 
2019/12/4,27,8,24,3,5, 
2019/12/5,18,4,25,2,5, 
2019/12/6,9,4,24,10,5, 
2019/12/7,10,2,23,3,6, 
2019/12/8,6,4,30,2,6, 
2019/12/9,11,9,20,12,5, 
2019/12/10,18,4,26,2,6, 
2019/12/11,11,5,27,2,6, 
2019/12/12,13,8,25,8,6, 
2019/12/13,23,6,12,18,5, 
2019/12/14,20,3,24,4,2, 
2019/12/15,7,7,24,4,2, 
2019/12/16,17,5,23,4,1, 
2019/12/17,12,4,21,9, , 
2019/12/18,11,6,16,12, , 
2019/12/19,18,7,12,13,1, 
2019/12/20,22,4,22,11,1, 
2019/12/21,13,5,19,10,2, 
2019/12/22,19,8,14,15,2, 
2019/12/23,29,5,22,5,3, 
2019/12/24,13,6,20,14,1, 
2019/12/25,17,6,20,9,1, 
2019/12/26,21,6,21,3,1, 
2019/12/27,20,4,18,7,1, 
2019/12/28,13,8,23,2,1, 
2019/12/29,21,9,22,1,2, 
2019/12/30,23, , , , , 
2019/7/1,20,10,22,8, , 
2019/7/2,22,9,18,7,2, 
2019/7/3,24,8,15,7,2, 
2019/7/4,18,4,16,5,3, 
2019/7/5,10,6,21,3,3, 
2019/7/6,18,6,23,3,3, 
2019/7/7,14,11,21,7,2, 
2019/7/8,22,11,11,7,3, 
2019/7/9,36, ,13,6,4, 
2019/7/12,20,6,18,5,3, 
2019/7/13,16,8,22,2,3, 
2019/7/14,19,10,29,5,4, 
2019/7/15,26,13,24,6,5,1
2019/7/16,42,11,20,4,5,1
2019/7/17,29, , , , , 
2019/7/20,17,4,15, , , 
2019/7/21,11,10,13, , , 
2019/7/22,18,9,12, , , 
2019/7/23,24,17,22, ,1, 
2019/7/24,44,15, , , , 
2019/7/25,34,9,14, ,5, 
2019/7/26,22,5,24,33,6, 
2019/7/27,12,14,28,31,6, 
2019/7/28,41,11,26, ,7, 
2019/7/29,32,8,32,3,8, 
2019/7/30,21,10,27,3,2, 
2019/7/31,31,8,20,3, , 
2019/8/1,22,7,22,3, , 
2019/8/2,16,7,20,3,1, 
2019/8/3,18,10,22,4,2, 
2019/8/4,30,6,18,2,3, 
2019/8/5,15,6,15,6,4, 
2019/8/6,15,5,15,9,5, 
2019/8/7,11,5,22,7,3, 
2019/8/8,9,8,21,4,5, 
2019/8/9,18,8,19,7,6, 
2019/8/10,18,3,15,6,4, 
2019/8/11,6,5,17,8,3, 
2019/8/12,12,6,20,7,3, 
2019/8/13,14,5,15,11,4, 
2019/8/14,14,6,19,7,5, 
2019/8/15,12,4,15,19,6, 
2019/8/16,11,8,20,14,7, 
2019/8/17,17,8,19,13,7, 
2019/8/18,18,11,17,6,5, 
2019/8/19,20,7,18,12,3,8
2019/8/20,16,5,17,5,3,7
2019/8/21,15,6,19,3,4,5
2019/8/22,14,6,16,3,3,4
2019/8/23,17,11,34,7,3,4
2019/8/24,28,19,30,12,4,5
2019/8/25,57,11,27,5,3,4
2019/8/26,33,12,19,9,4,4
2019/8/27,30,5,19,6,5,2
2019/8/28,11,7,18,2,5, 
2019/8/29,16,7,17,1,5, 
2019/8/30,20, , , , , 
2019/9/1,10,3,20,3,4, 
2019/9/2,6,2,15,4,5, 
2019/9/3,3,6,21,4,5, 
2019/9/4,12,10,17,7,3, 
2019/9/5,22,6,16,8,11, 
2019/9/6,13,4,22,8,3, 
2019/9/7,8,4,18,7,3, 
2019/9/8,12,5,13,8,6, 
2019/9/9,14,5,15,6,5, 
2019/9/10,14,7,16,5,6, 
2019/9/11,15,6,15,7,4, 
2019/9/12,13,11,14,10,1, 
2019/9/13,22,6,19,3,3, 
2019/9/14,14,17,17,10,4, 
2019/9/15,37,10,17,9,4, 
2019/9/16,20,10,18,12,3, 
2019/9/17,21,8,10,12,2, 
2019/9/18,18,6,18,8,2, 
2019/9/19,17,13,18,14,4, 
2019/9/20,35,13,21,6,6, 
2019/9/21,32,17,16,10,9, 
2019/9/22,48,6,19,7,8, 
2019/9/23,17,6,11,6,10, 
2019/9/24,16,6,13,7,11, 
2019/9/25,18,5,16,4,11, 
2019/9/26,11,5,14,8,8, 
2019/9/27,11,4,14,5,1, 
2019/9/28,10,9,19,6,1,1
2019/9/29,23,3,24,2, , 
2019/9/30,8,6,24,7, , 
2019/4/1,15,8,26,12,9, 
2019/4/2,21,5,31,8,9, 
2019/4/3,14,7,37,3,9, 
2019/4/4,16,26,33,5,8, 
2019/4/5,65,24,29,12,8, 
2019/4/6,66,26,35,4,8, 
2019/4/7,61,24,35,2,6, 
2019/4/8,45,18,35,4,4, 
2019/4/9,39,15,35,12,4, 
2019/4/10,42,21,30,11,4,1
2019/4/11,51,18,31,11,4,1
2019/4/12,50,10,36,4,3, 
2019/4/13,31,11,34,3,4, 
2019/4/14,27,19,34,4,5, 
2019/4/15,51,33,32,5,5, 
2019/4/16,66,28,34,5,5, 
2019/4/17,56,38,33,8,5, 
2019/4/18,74,36,31,16,5, 
2019/4/19,71,36,48,21,6, 
2019/4/20,84,28,57,11,7, 
2019/4/21,78,28,57,8,9, 
2019/4/22,75,39,41,8,10, 
2019/4/23,69,59,39,5,11, 
2019/4/24,85,14,31,8,11, 
2019/4/25,31,7,28,6,11, 
2019/4/26,15,11,27,5,12, 
2019/4/27,28,10,33,5,8, 
2019/4/28,21,20,27,7,8, 
2019/4/29,43,23,22,11,9, 
2019/4/30,59,14,25,13,9, 
2019/5/1,39,10,33,8,10, 
2019/5/2,22,10,29,7,10, 
2019/5/3,18,9,26,7,9, 
2019/5/4,23,10,29,8,10, 
2019/5/5,25,9,26,7,10, 
2019/5/6,20,9,25,6,11, 
2019/5/7,21,10,32,4,9, 
2019/5/8,27,12,34,3,7, 
2019/5/9,20,9,28,7,6, 
2019/5/10,19,7,26,10,5, 
2019/5/11,21,10,31,10,3, 
2019/5/12,27,11,35,10,3, 
2019/5/13,28,18,43,12,4,1
2019/5/14,49,28,38,13,5, 
2019/5/15,68,15,35,5,6, 
2019/5/16,40,16,37,4,7, 
2019/5/17,38,4,33,5,8, 
2019/5/18,18,7,25,7,8, 
2019/5/19,26,7,22,8,8, 
2019/5/20,22,5,25,10,7, 
2019/5/21,19,5,24,10,8, 
2019/5/22,17,6,27,9,8, 
2019/5/23,13,9,28,8,8, 
2019/5/24,19,9,24,6,8, 
2019/5/25,23,7,23,7,10, 
2019/5/26,16,5,28,7,10, 
2019/5/27,14,5,27,5,9, 
2019/5/28,13,7,19,9,10, 
2019/5/29,22,6,22,7,10, 
2019/5/30,16,6,20,5,5, 
2019/5/31,18,9,25,3,2, 
2019/6/1,24,8,26,2,8, 
2019/6/2,22,5,24,2,5, 
2019/6/3,17,8,24,4,3, 
2019/6/4,19,11,27,5,4, 
2019/6/5,24,7,28,5,3, 
2019/6/6,20,10,28,6,3, 
2019/6/7,26,10,28,8,3, 
2019/6/8,30,5,24,3,2, 
2019/6/9,15,9,28,6,2, 
2019/6/10,22,7,25,3,5, 
2019/6/11,11,7,22,8,1, 
2019/6/12,15,5,23,8,2, 
2019/6/13,13,6,28,4,3, 
2019/6/14,19,9,28,4,3, 
2019/6/15,27,7,29,2,3, 
2019/6/16,23,7,27,2,3, 
2019/6/17,20,7,25,5,3, 
2019/6/18,22,8,27,8,3, 
2019/6/19,24,7,25,5,4, 
2019/6/20,16,10,23,6,3,1
2019/6/21,20,10,26,6,2,1
2019/6/22,22,17,28,4,3, 
2019/6/23,40,14,27,5,3, 
2019/6/24,29,11,23,3,5, 
2019/6/25,24,12,23,4,5, 
2019/6/26,29,16,23,8,3, 
2019/6/27,38,20,17,5,10, 
2019/6/28,43,25,21,9, , 
2019/6/29,56,10,21,2,1, 
2019/6/30,23,6,19,4, , 
2019/1/2,27,15,10,20,2,3
2019/1/3,41,15,15,18,2,3
2019/1/4,43,17,17,14,2,3
2019/1/5,42, ,18,14,3,3
2019/1/6,42, ,14,12,3,3
2019/1/7,42, ,25,4,5,3
2019/1/8,21,12,22,16,5,4
2019/1/9,27,11,15,20,4,4
2019/1/10,26,5,13,17,5,3
2019/1/11,21, ,20,14,5,3
2019/1/17,14, ,21,16, ,2
2019/1/18,23,19,15,13,1,2
2019/1/19,34,11,10,12,1,2
2019/1/20,66,7,12,15, ,2
2019/1/21,57,5,23,12,1,1
2019/1/22,19,3,19,20,4,2
2019/1/23,23,3,13,24,3,2
2019/1/24,31,4,8,25,5,3
2019/1/25,44,3,23,13,3,1
2019/1/26,15,3,25,6,5,1
2019/1/27,12,5,26,5,5,2
2019/1/28,12,8,24,13,4,2
2019/1/29,17,5,26,12,5,2
2019/1/30,15,6,22,14,5,2
2019/1/31,20,12,16,24,5,3
2019/2/1,41,17,9,28,6,3
2019/2/2,56,8,20,13,3,3
2019/2/3,20,7,25,8,3,2
2019/2/4,20,5,28,9,4,2
2019/2/5,15,8,16,16,3,3
2019/2/6,27,9,28,6,4,2
2019/2/7,19,9,23,12,5,3
2019/2/8,28,6,28,3,5,1
2019/2/9,17,9,28,5,1, 
2019/2/10,18,7,25,10, , 
2019/2/11,18,6,18,14,1,1
2019/2/12,19,7,25,4,1, 
2019/2/13,19,10,26,3,1,1
2019/2/14,26,19,27,11,1,1
2019/2/15,42,21,29,17,2,2
2019/2/16,64,8,28,3,3,1
2019/2/17,18,14,31,2,4,1
2019/2/18,35,8,30,3,4,1
2019/2/19,18,7,27,7,4,1
2019/2/20,15,3,29,3,4,1
2019/2/21,10,5,27,5,3,1
2019/2/22,17,25,30,7,2,1
2019/2/23,50,21,32,5,2,1
2019/2/24,52,16,18,14,1,2
2019/2/25,43,39,10,25,2,3
2019/2/26,97,35,15,27,3,3
2019/2/27,87,42,21,26,4,3
2019/2/28,104,27,20,14,4,2
2019/3/1,74,22,18,13,4,2
2019/3/2,66,8,30,6,7,1
2019/3/3,22,15,30,4,8,2
2019/3/4,30,7,25,12,9,2
2019/3/5,14,6,22,14,8,2
2019/3/6,18,9,23,12,9,2
2019/3/7,17,6,21,13,9,2
2019/3/8,18,6,27,10,7,2
2019/3/9,16,7,31,8,7,2
2019/3/10,18,6,27,8,7,2
2019/3/11,16,7,29,6,5,1
2019/3/12,16,5,33,1,7, 
2019/3/13,18,8,29,6,7,1
2019/3/14,19,8,28,8,7, 
2019/3/15,18,8,28,9,7,1
2019/3/16,17,5,28,8,8,1
2019/3/17,18,6,28,11,7,1
2019/3/18,14,6,26,11,4,1
2019/3/19,15,5,25,7,4, 
2019/3/20,12,3,24,3,4, 
2019/3/21,11,7,20,4,3, 
2019/3/22,17,10,27,4,5, 
2019/3/23,20,12,29,6,4,1
2019/3/24,23,9,32,5,4,1
2019/3/25,21,13,28,11,4,1
2019/3/26,27,12,28,12,4,1
2019/3/27,24,15,27,11,4,1
2019/3/28,31,13,32,6,4,1
2019/3/29,34,15,36,6,5,1
2019/3/30,36,13,26,8,5,1
2019/3/31,19,14,29,7,4,1
2018/10/1,16,13,20,9,2,1
2018/10/2,26,7,19,7,1,1
2018/10/3,17,4,22,4,2,1
2018/10/4,11,10,18,12,2,1
2018/10/5,23,7,20,13,3,2
2018/10/6,21,5,25,2,3,1
2018/10/7,14,4,25,1,3,1
2018/10/8,10,9,27,1,4,1
2018/10/9,18,16,26,8,4,2
2018/10/10,47,23,26,7,5,2
2018/10/11,62,6,29,2,6,2
2018/10/12,15,5,25,5,5,2
2018/10/13,13,6,20,11,4,2
2018/10/14,17,8,19,15,4,3
2018/10/15,24,5,23,7,4,2
2018/10/16,19,10,21,10,3,2
2018/10/17,23,9,20,11,3,3
2018/10/18,22,9,23,7,3,3
2018/10/19,24,5,20,5,3,2
2018/10/20,18,7,22,5,4,2
2018/10/21,18,13,27,6,3,3
2018/10/22,25,11,27,5,4,3
2018/10/23,21,7,26,7,4,3
2018/10/24,11,5,26,5,3,2
2018/10/25,10,9,21,8,2,1
2018/10/26,14,9,23,6,1,1
2018/10/27,15,9,20,11,1,1
2018/10/29,18,11,17,14,3,2
2018/10/30,22,11,21,14,4,2
2018/10/31,26,7,22,7,4,1
2018/11/1,21,7,19,15,4,1
2018/11/2,17,8,24,10,2,1
2018/11/3,17,4,29,1,4,1
2018/11/4,10,13,29,5,5,1
2018/11/5,26,24,12,11,5,2
2018/11/6,72,26,13,10,6,3
2018/11/7,79,6,20,5,6,2
2018/11/8,24,8,24,9,5,3
2018/11/9,19,12,22,5,6,3
2018/11/10,37,5,28,2,8,3
2018/11/11,13,5,18,9,7,3
2018/11/12,18,5,22,8,6,3
2018/11/13,11,6,28,4,5,3
2018/11/14,14,4,28,1,5,2
2018/11/15,13,7,22,5,5,3
2018/11/16,25,12,22,10,4,3
2018/11/17,37,21,13,7,3,3
2018/11/18,64,20,16,6,3,3
2018/11/19,51,11,29,3,4,3
2018/11/20,25,9,23,1,5,3
2018/11/21,17,11,22,5,6,4
2018/11/22,32,17,8,15,5,4
2018/11/23,54,7,13,6,3,1
2018/11/24,23,8,15,8,3,2
2018/11/25,27,5,27,3,3,2
2018/11/26,12,5,26,6,3,2
2018/11/27,12,6,16,6,4,2
2018/11/28,21,4,30,4,7,2
2018/11/29,17,8,27,5,8,2
2018/11/30,18,6,26,4,7,3
2018/12/1,18,9,24,9,7,3
2018/12/2,25,13,8,15,8,4
2018/12/3,49,7,16,23,7,4
2018/12/4,27,7,12,16,5,3
2018/12/5,23,6,14,13,5,3
2018/12/6,25,9,21,7,7,3
2018/12/7,26,8,27,3,8,3
2018/12/8,20,8,25,11,9,4
2018/12/9,19,8,11,19,7,4
2018/12/10,26,11,11,24,5,5
2018/12/11,33,8,11,15,5,4
2018/12/12,33,16,19,8,5,4
2018/12/13,55,12,20,8,6,4
2018/12/14,38,11,15,11,5,4
2018/12/15,37,14,14,6,8,5
2018/12/16,50,6,27,7,8,5
2018/12/17,20,9,24,14,7,5
2018/12/18,25,5,25,6,6,3
2018/12/19,15,9,22,13,1,2
2018/12/20,26,4,20,9,1,2
2018/12/21,16,6,18,12,2,2
2018/12/22,21,5,21,7, ,2
2018/12/23,14,9,16,19, ,2
2018/12/24,30,12,3,22, ,4
2018/12/25,46,14,20,12, ,2
2018/12/26,49,12,18,6, ,1
2018/12/27,37,14,18,7, ,1
2018/12/28,36,9,20,6, ,1
2018/12/29,23,6,25,7, ,1
2018/12/30,16,7,24,7, ,1
2018/12/31,20, , , , , 
2018/7/1,53,13,29,2,5,3
2018/7/2,29,12,27,3,5, 
2018/7/3,26,9,33,7,6, 
2018/7/4,24,16,37,4,7, 
2018/7/5,36,11,24,5,4, 
2018/7/6,22,10,29,5,6, 
2018/7/7,27,8,22,2,3, 
2018/7/8,19,9,22,2,3, 
2018/7/9,18,5,21,4,6, 
2018/7/10,21,3,21,3,3, 
2018/7/11,4,1,19,4,1, 
2018/7/18,24,2, ,7, , 
2018/7/19,10, ,8,5,5, 
2018/7/24,21,8,27,5,1, 
2018/7/25,23,12,36,3,1, 
2018/7/26,36,16,45,6,2, 
2018/7/27,46,10,25,2,3, 
2018/7/28,25,7,16,2,3, 
2018/7/29,14,9,22,3,2, 
2018/7/30,16,12,22,1,2, 
2018/7/31,14,19,22,3,1, 
2018/8/1,18, ,15,3, , 
2018/8/2,12,7,15,7, , 
2018/8/3,19,6,19,7, ,1
2018/8/4,19,8,25,2, ,1
2018/8/5,20,7,23,4,1,1
2018/8/6,21,7,19,7,2,1
2018/8/7,20,7,19,6,2,1
2018/8/8,14,7,21,5,2,2
2018/8/9,15,6,18,9,2,2
2018/8/10,19,7,23,5,2,2
2018/8/11,15,6,26,3,3,2
2018/8/12,16,5,25,7,3,2
2018/8/13,19,5,13,5,3,3
2018/8/14,16,5,19,3,3,3
2018/8/15,14,7,16,3,3,3
2018/8/16,21,4,18,2,3,3
2018/8/17,13,5,17,6,3,4
2018/8/18,18,4,16,5,3,4
2018/8/19,14,10,15,6,3,4
2018/8/20,28,6,20,4,3,4
2018/8/21,19,5,16,6,4,3
2018/8/22,15,7,16,5,4,3
2018/8/23,19,6,16,9,4,4
2018/8/24,18,8,21,10,4,4
2018/8/25,20,4,17,6,5,4
2018/8/26,15,6,15,6,5,4
2018/8/27,13,7,25,4,4,4
2018/8/28,21,9,17,6,4,4
2018/8/29,18,11,19,9,3,4
2018/8/30,18,12,30,7,4,4
2018/8/31,30,7,20,5,4,4
2018/9/1,20,4,21,4,4,4
2018/9/2,14,5,22,3,2,3
2018/9/3,15,11,22,10,1,1
2018/9/4,32,8,22,7,1,1
2018/9/5,22,7,17,10,2,1
2018/9/6,17,6,17,11,3,1
2018/9/7,16,6,16,8,3,1
2018/9/8,15,5,22,2,3,1
